,Tenure,Service_Internet,Service_Phone,Service_TV,Contract,PaymentMethod,MonthlyCharges,TotalCharges,StreamingMovies,StreamingMusic,OnlineSecurity,TechSupport,Churn,Age_Group,Charges_Per_Tenure,renewal,Total_Services_Added,average_charge_per_service
12,0.11428571428571427,0.0,0.0,1.0,1.0,1.0,0.13157894736842105,0.04392938957013879,0.0,0.0,1.0,0.0,0.0,0.5,0.022410723635982822,0.0,0.2857142857142857,0.021161995200898554
13,0.2714285714285714,1.0,1.0,1.0,1.0,0.3333333333333333,0.5789473684210527,0.28554103220590216,1.0,1.0,0.0,0.0,0.0,0.5,0.08732327992459944,0.0,0.7142857142857142,0.0675256547710216
14,0.7857142857142857,0.0,0.0,1.0,0.0,1.0,0.09868421052631579,0.25939900282980727,0.0,0.0,0.0,0.0,0.0,0.5,0.019439208294062205,0.7887323943661972,0.14285714285714285,0.1850781130341553
15,0.5428571428571429,0.0,0.0,1.0,0.5,0.6666666666666666,0.5592105263157895,0.5453442932219377,0.0,0.0,1.0,1.0,0.0,0.5,0.08494647043186157,0.04225352112676056,0.42857142857142855,0.19383711134936438
16,0.7142857142857143,1.0,1.0,1.0,1.0,1.0,0.18421052631578946,0.3270448726586713,1.0,1.0,1.0,0.0,0.0,0.0,0.03191587662397664,0.028169014084507043,0.8571428571428571,0.06622650591864866
17,0.15714285714285714,0.0,1.0,1.0,0.5,0.6666666666666666,0.631578947368421,0.1847459911063199,1.0,0.0,0.0,0.0,0.0,0.5,0.09558592522777254,0.014084507042253521,0.42857142857142855,0.06575470975647113
18,0.7714285714285715,1.0,0.0,0.0,0.5,0.3333333333333333,0.4605263157894737,0.6619054035844225,1.0,0.0,0.0,1.0,0.0,0.0,0.0712192614171879,0.056338028169014086,0.42857142857142855,0.235238933986828
19,0.14285714285714285,0.0,1.0,1.0,1.0,0.3333333333333333,0.26315789473684215,0.08705026276782103,1.0,0.0,1.0,0.0,0.0,0.5,0.043355325164938736,0.0,0.5714285714285714,0.02473579414918058
20,0.35714285714285715,1.0,1.0,1.0,0.5,0.0,0.19078947368421054,0.1668238781835332,0.0,0.0,1.0,0.0,0.0,1.0,0.0321902414268107,0.028169014084507043,0.5714285714285714,0.04740389033542656
21,0.5857142857142857,0.0,1.0,1.0,1.0,0.0,0.15789473684210528,0.24444144993936126,0.0,1.0,1.0,1.0,0.0,0.5,0.02782639917418428,0.014084507042253521,0.7142857142857142,0.057793434420789304
22,0.3714285714285714,1.0,1.0,1.0,0.0,1.0,0.45394736842105265,0.31680366527422177,1.0,0.0,1.0,0.0,0.0,0.5,0.069361538730059,0.38028169014084506,0.7142857142857142,0.07492852402103437
23,0.14285714285714285,1.0,0.0,1.0,0.0,0.3333333333333333,0.5921052631578947,0.15752593990028296,0.0,0.0,0.0,1.0,1.0,0.0,0.08816725216348213,0.15492957746478875,0.42857142857142855,0.056086307244601015
24,0.5285714285714286,0.0,1.0,0.0,0.0,0.6666666666666666,0.5,0.48591833984638183,0.0,1.0,0.0,0.0,0.0,0.5,0.07659110074904509,0.5352112676056339,0.2857142857142857,0.23048450502884568
25,0.6,1.0,1.0,0.0,0.0,0.0,0.5526315789473684,0.5970893410591565,1.0,1.0,0.0,0.0,0.0,0.5,0.08423382942813931,0.6056338028169014,0.5714285714285714,0.16966610506968907
26,0.2571428571428571,1.0,0.0,1.0,0.5,0.3333333333333333,0.5197368421052632,0.2478102681579302,0.0,1.0,0.0,1.0,0.0,0.0,0.07872414306265192,0.014084507042253521,0.5714285714285714,0.07041660284882831
27,0.9,0.0,0.0,1.0,0.0,0.3333333333333333,0.6447368421052632,0.9999999999999999,0.0,1.0,0.0,0.0,0.0,0.5,0.09629771442035814,0.9014084507042254,0.2857142857142857,0.4739495583805586
28,0.07142857142857142,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,0.07707856084085701,1.0,0.0,0.0,0.0,1.0,1.0,0.07885642475651901,0.0,0.5714285714285714,0.02190228212589983
29,0.6428571428571429,0.0,0.0,1.0,0.0,0.3333333333333333,0.14473684210526314,0.253469882765126,1.0,1.0,1.0,0.0,0.0,0.5,0.025632094414621158,0.647887323943662,0.5714285714285714,0.07202481237555522
30,0.5857142857142857,1.0,1.0,0.0,0.0,1.0,0.5263157894736842,0.5600323406548983,1.0,1.0,1.0,1.0,0.0,0.5,0.08038238858220008,0.5915492957746479,0.8571428571428571,0.11351552414502329
31,0.9142857142857143,1.0,0.0,0.0,0.0,0.6666666666666666,0.21710526315789472,0.45681175043794636,1.0,1.0,0.0,0.0,0.0,0.5,0.03616327122453418,0.9154929577464789,0.42857142857142855,0.1623908714964007
32,0.8285714285714286,0.0,1.0,0.0,0.0,1.0,0.6578947368421053,0.9475811885190675,1.0,1.0,1.0,0.0,0.0,0.5,0.09936260962635185,0.8309859154929577,0.5714285714285714,0.26926022361770563
33,0.7285714285714286,1.0,1.0,1.0,0.0,0.0,0.24999999999999997,0.4016978843821587,1.0,1.0,1.0,1.0,0.0,0.5,0.04108968317262379,0.7323943661971831,1.0,0.07113933986827999
34,0.6571428571428571,1.0,0.0,1.0,0.0,0.0,1.0,0.311144050667026,0.0,1.0,0.0,1.0,0.0,0.5,0.03338881424589408,0.6619718309859155,0.5714285714285714,0.08841323326696279
35,0.0857142857142857,1.0,1.0,0.0,0.5,0.6666666666666666,0.15789473684210528,0.03894353860665678,0.0,1.0,1.0,0.0,0.0,0.5,0.02760199272923118,0.0,0.5714285714285714,0.011066013172001838
36,0.14285714285714285,1.0,0.0,0.0,0.0,1.0,0.4342105263157895,0.12491577954453577,1.0,0.0,0.0,0.0,1.0,1.0,0.06743209664981578,0.15492957746478875,0.2857142857142857,0.05951651605656814
37,0.8571428571428572,1.0,1.0,0.0,0.0,0.6666666666666666,0.07236842105263158,0.25481741005255354,1.0,1.0,1.0,0.0,0.0,1.0,0.01623893326740934,0.8591549295774648,0.7142857142857142,0.06025042119773319
38,0.9571428571428572,1.0,0.0,1.0,0.5,0.3333333333333333,0.631578947368421,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,1.0,0.08985696069191107,0.07042253521126761,0.2857142857142857,0.4739495583805586
39,0.34285714285714286,1.0,0.0,1.0,0.0,0.6666666666666666,0.19736842105263155,0.16709338364101872,0.0,1.0,1.0,1.0,0.0,1.0,0.034081055607917056,0.35211267605633806,0.7142857142857142,0.03947771481084393
40,0.15714285714285714,0.0,1.0,1.0,0.0,0.0,0.19736842105263155,0.0758657862821722,1.0,1.0,0.0,0.0,0.0,0.5,0.03212378259503613,0.16901408450704225,0.5714285714285714,0.021557665798744068
41,0.35714285714285715,1.0,0.0,1.0,0.0,0.6666666666666666,0.032894736842105254,0.08354669182050935,1.0,1.0,1.0,0.0,0.0,0.5,0.009787573406800549,0.36619718309859156,0.7142857142857142,0.01969418491856844
42,0.15714285714285714,1.0,1.0,1.0,0.0,0.6666666666666666,0.1644736842105263,0.07087993531869019,0.0,1.0,0.0,0.0,0.0,1.0,0.029217719132893498,0.16901408450704225,0.5714285714285714,0.02014090978710369
43,0.6,1.0,0.0,0.0,0.5,0.3333333333333333,0.2763157894736842,0.3569599784395634,1.0,1.0,0.0,1.0,0.0,0.0,0.045174582995418974,0.04225352112676056,0.5714285714285714,0.1014320722928473
44,0.7142857142857143,1.0,1.0,1.0,0.0,0.6666666666666666,0.24342105263157895,0.9999999999999999,1.0,1.0,1.0,0.0,0.0,0.5,0.12420764724362884,0.7183098591549296,0.8571428571428571,0.2028149136818152
45,0.5142857142857143,1.0,0.0,1.0,1.0,0.6666666666666666,0.18421052631578946,0.2336612316399407,1.0,1.0,1.0,0.0,0.0,0.0,0.031331991746694855,0.014084507042253521,0.7142857142857142,0.055240720886302136
46,0.6428571428571429,0.0,1.0,0.0,1.0,0.6666666666666666,0.032894736842105254,0.15065355073440237,1.0,0.0,1.0,0.0,0.0,0.5,0.009998770642953736,0.014084507042253521,0.42857142857142855,0.05364527492724767
47,0.7428571428571429,1.0,1.0,1.0,0.0,1.0,0.20394736842105263,0.3560167093383641,1.0,1.0,0.0,0.0,0.0,0.5,0.03403695339035798,0.7464788732394366,0.7142857142857142,0.08421401950273141
48,0.17142857142857143,1.0,1.0,0.0,1.0,0.0,0.5131578947368421,0.17032744913084488,1.0,0.0,0.0,1.0,0.0,0.0,0.07946059595446965,0.0,0.5714285714285714,0.04839944861387655
49,0.7571428571428571,1.0,1.0,1.0,0.0,0.6666666666666666,0.2894736842105263,0.46220185958765664,0.0,0.0,1.0,0.0,0.0,0.5,0.04691590742486124,0.7605633802816901,0.5714285714285714,0.13133711134936438
50,0.8,1.0,0.0,1.0,0.0,0.0,0.19736842105263155,0.3754211022773211,0.0,0.0,0.0,0.0,0.0,0.5,0.03310349389023927,0.8028169014084507,0.2857142857142857,0.1781538775718589
51,0.04285714285714286,0.0,1.0,0.0,0.0,0.6666666666666666,0.20394736842105263,0.02533351300363832,0.0,1.0,0.0,0.0,0.0,1.0,0.03440150801131008,0.056338028169014086,0.2857142857142857,0.012355133506917852
52,0.6857142857142857,1.0,1.0,0.0,0.0,0.3333333333333333,0.368421052631579,0.4977765799757445,1.0,0.0,1.0,1.0,0.0,0.0,0.058127680855565605,0.6901408450704225,0.7142857142857142,0.11778220248123755
53,0.0857142857142857,0.0,1.0,1.0,0.5,0.3333333333333333,0.20394736842105263,0.0470287023312222,1.0,1.0,0.0,1.0,0.0,0.5,0.035680624747542744,0.0,0.7142857142857142,0.011046867820493184
54,0.14285714285714285,1.0,1.0,0.0,0.0,0.3333333333333333,0.42105263157894735,0.12181646678345234,0.0,1.0,0.0,1.0,1.0,0.5,0.06546140005140948,0.15492957746478875,0.5714285714285714,0.03461479552764589
55,0.7571428571428571,1.0,1.0,1.0,1.0,0.3333333333333333,0.6513157894736842,0.8638997439698153,0.0,1.0,0.0,0.0,0.0,0.5,0.09894578838970922,0.028169014084507043,0.5714285714285714,0.24548169704395773
56,0.6285714285714286,0.0,0.0,1.0,0.5,0.6666666666666666,0.032894736842105254,0.14216412882360868,1.0,0.0,1.0,1.0,0.0,0.5,0.009194680071211644,0.04225352112676056,0.5714285714285714,0.04039669168325931
57,0.3142857142857143,0.0,0.0,1.0,0.0,0.6666666666666666,0.11184210526315788,0.11009297938283248,1.0,1.0,1.0,0.0,0.0,1.0,0.02085809121829283,0.323943661971831,0.5714285714285714,0.031283504365140144
58,0.3857142857142857,1.0,1.0,1.0,0.5,0.0,0.11842105263157895,0.14135561245115214,1.0,0.0,1.0,0.0,0.0,0.0,0.022586508684529417,0.028169014084507043,0.7142857142857142,0.033383111247255834
59,0.8,1.0,1.0,0.0,1.0,0.6666666666666666,0.29605263157894735,0.4964290526883169,1.0,1.0,0.0,1.0,0.0,0.5,0.047952114026820106,0.028169014084507043,0.7142857142857142,0.11746311328942667
60,0.35714285714285715,1.0,1.0,0.0,0.0,0.6666666666666666,0.032894736842105254,0.08448996092170866,1.0,0.0,0.0,1.0,0.0,0.0,0.010041325309939824,0.36619718309859156,0.5714285714285714,0.024008270791851735
61,0.34285714285714286,0.0,1.0,0.0,0.0,0.6666666666666666,0.3157894736842105,0.225171809729147,0.0,0.0,1.0,0.0,0.0,1.0,0.05032987747408106,0.35211267605633806,0.2857142857142857,0.1069969877980293
62,0.7571428571428571,0.0,1.0,0.0,0.0,1.0,0.6118421052631579,0.8175448052823069,1.0,0.0,1.0,1.0,0.0,0.5,0.09294166928474186,0.7605633802816901,0.5714285714285714,0.232309695206004
63,0.39999999999999997,1.0,0.0,1.0,0.0,1.0,0.013157894736842118,0.08206441180433903,0.0,1.0,1.0,0.0,0.0,0.5,0.007052552894146705,0.4084507042253521,0.5714285714285714,0.023319038137540205
64,0.49999999999999994,1.0,1.0,0.0,0.0,0.6666666666666666,0.24342105263157895,0.27112249023042717,0.0,0.0,0.0,1.0,0.0,0.5,0.039847104408838624,0.5070422535211268,0.42857142857142855,0.09643513554908868
65,0.1857142857142857,0.0,0.0,0.0,0.0,0.0,0.506578947368421,0.17733459102546825,1.0,0.0,1.0,0.0,0.0,0.5,0.07634307257304429,0.1971830985915493,0.2857142857142857,0.08434165517945576
66,0.4857142857142857,1.0,1.0,0.0,0.5,0.0,0.10526315789473684,0.1646678345236491,0.0,1.0,0.0,1.0,0.0,1.0,0.020088864952201427,0.028169014084507043,0.5714285714285714,0.04679123908714964
67,0.41428571428571426,1.0,1.0,0.0,0.5,0.6666666666666666,0.05263157894736842,0.10968872119660422,0.0,1.0,0.0,0.0,0.0,0.5,0.012818096135721019,0.028169014084507043,0.42857142857142855,0.03909480778067086
68,0.22857142857142856,0.0,1.0,0.0,0.0,0.3333333333333333,0.42105263157894735,0.19027085298477292,1.0,0.0,0.0,0.0,0.0,0.0,0.06586461163164606,0.23943661971830987,0.2857142857142857,0.09046816766222494
69,0.9428571428571428,0.0,1.0,1.0,0.0,0.3333333333333333,0.006578947368421045,0.18892332569734535,1.0,1.0,0.0,0.0,0.0,0.0,0.006724154908773754,0.943661971830986,0.5714285714285714,0.05368356563026497
70,0.41428571428571426,0.0,1.0,0.0,0.0,0.0,0.5328947368421053,0.40223689529712975,0.0,0.0,1.0,1.0,0.0,0.0,0.08102419101476595,0.4225352112676056,0.42857142857142855,0.1430062030938888
71,0.6285714285714286,0.0,0.0,0.0,0.0,1.0,0.04605263157894737,0.16197277994879394,0.0,1.0,0.0,0.0,0.0,0.5,0.012273536495968164,0.6338028169014085,0.14285714285714285,0.11586766733037218
72,0.7142857142857143,1.0,1.0,0.0,0.0,0.6666666666666666,0.3486842105263158,0.4961595472308314,0.0,0.0,0.0,1.0,0.0,0.0,0.05510894272883517,0.7183098591549296,0.42857142857142855,0.17636697809771787
73,0.6571428571428571,1.0,0.0,1.0,1.0,1.0,0.493421052631579,0.595068050128015,1.0,1.0,0.0,0.0,0.0,0.5,0.07564120560691438,0.014084507042253521,0.5714285714285714,0.16909174452442946
74,0.7428571428571429,1.0,1.0,1.0,0.0,1.0,0.1644736842105263,0.315590890715537,1.0,1.0,1.0,0.0,0.0,0.5,0.02870200771788807,0.7464788732394366,0.8571428571428571,0.063901713235455
75,0.9,1.0,1.0,0.0,0.0,0.3333333333333333,0.07236842105263158,0.25953375555855007,1.0,1.0,1.0,1.0,0.0,0.5,0.015374646559849197,0.9014084507042254,0.8571428571428571,0.05252390433888367
76,0.5285714285714286,1.0,1.0,1.0,0.0,0.0,0.11842105263157895,0.19121412208597224,1.0,0.0,0.0,1.0,0.0,1.0,0.02234733865767151,0.5352112676056339,0.7142857142857142,0.045189411344258947
77,0.9,1.0,1.0,0.0,1.0,0.6666666666666666,0.5657894736842105,0.9072901226249831,0.0,1.0,0.0,1.0,0.0,0.5,0.08616576343072573,0.028169014084507043,0.5714285714285714,0.2578113034155307
78,0.0857142857142857,0.0,1.0,1.0,0.5,0.6666666666666666,0.4671052631578947,0.08489421910793692,0.0,0.0,0.0,1.0,1.0,0.0,0.07351555136663525,0.0,0.42857142857142855,0.03028794608669015
79,0.3,1.0,1.0,1.0,0.0,0.6666666666666666,0.13157894736842105,0.1162916049049993,0.0,0.0,0.0,0.0,0.0,0.5,0.024376660097678006,0.3098591549295775,0.42857142857142855,0.04144011334048093
80,0.5714285714285715,1.0,1.0,1.0,0.0,0.6666666666666666,0.4736842105263158,0.5055922382428244,0.0,1.0,0.0,1.0,0.0,0.5,0.07337762350290798,0.5774647887323944,0.7142857142857142,0.11963291979374074
81,0.12857142857142856,1.0,1.0,1.0,0.0,1.0,0.4671052631578947,0.12262498315590889,0.0,1.0,1.0,0.0,1.0,0.5,0.07389255419415645,0.14084507042253522,0.7142857142857142,0.02894777148108439
82,0.8,1.0,1.0,1.0,0.0,0.3333333333333333,0.6578947368421053,0.9188788572968601,0.0,1.0,0.0,1.0,0.0,1.0,0.09979000281098599,0.8028169014084507,0.7142857142857142,0.21749757492214222
83,0.0857142857142857,0.0,1.0,1.0,1.0,1.0,0.26315789473684215,0.053901091497102815,0.0,1.0,0.0,0.0,0.0,0.5,0.04254746196310758,0.0,0.42857142857142855,0.019279368969214276
84,0.7000000000000001,1.0,1.0,1.0,0.5,0.0,0.5723684210526315,0.7155369896240399,1.0,1.0,0.0,1.0,0.0,0.0,0.08716305372290292,0.056338028169014086,0.8571428571428571,0.14507800363214668
85,0.7285714285714286,1.0,0.0,1.0,0.5,0.0,0.29605263157894735,0.44710955396846785,0.0,0.0,0.0,1.0,0.0,0.5,0.04719785398390488,0.056338028169014086,0.42857142857142855,0.15894470822484302
86,0.45714285714285713,0.0,1.0,1.0,0.0,0.3333333333333333,0.5921052631578947,0.48537932893141084,1.0,0.0,1.0,0.0,0.0,0.5,0.09008082712135493,0.4647887323943662,0.5714285714285714,0.13792311226834125
87,0.0,1.0,0.0,1.0,0.0,0.6666666666666666,0.06578947368421054,0.0033688182185689255,1.0,1.0,1.0,0.0,0.0,0.5,0.0235626767200754,0.014084507042253521,0.7142857142857142,0.000708378005820187
88,0.7428571428571429,1.0,1.0,1.0,1.0,0.0,0.11842105263157895,0.26748416655437274,1.0,0.0,0.0,0.0,0.0,0.5,0.02235342236764889,0.028169014084507043,0.5714285714285714,0.07600704548935519
89,0.8428571428571429,1.0,0.0,0.0,0.0,0.3333333333333333,0.5592105263157895,0.8461123837757714,1.0,0.0,1.0,0.0,0.0,0.5,0.08565818410304744,0.8450704225352113,0.42857142857142855,0.300668172767652
90,0.4714285714285714,1.0,1.0,1.0,1.0,0.6666666666666666,0.5394736842105263,0.46543592507748277,0.0,0.0,0.0,0.0,0.0,1.0,0.0829406220546654,0.014084507042253521,0.42857142857142855,0.16545412773778526
91,0.04285714285714286,1.0,0.0,1.0,0.0,0.6666666666666666,0.20394736842105263,0.025198760274895565,1.0,0.0,0.0,0.0,0.0,0.5,0.03416588124410933,0.056338028169014086,0.42857142857142855,0.00908446929085618
92,0.22857142857142856,1.0,1.0,0.0,0.0,0.3333333333333333,0.39473684210526316,0.18164667834523648,0.0,0.0,1.0,1.0,0.0,0.5,0.062316349725564116,0.23943661971830987,0.5714285714285714,0.05161586766733037
93,0.04285714285714286,1.0,0.0,1.0,0.5,0.0,0.256578947368421,0.0326101603557472,1.0,1.0,0.0,1.0,0.0,0.5,0.0471253534401508,0.0,0.7142857142857142,0.007632613468116608
94,0.6,1.0,1.0,0.0,0.0,0.6666666666666666,0.013157894736842118,0.12100795041099581,1.0,0.0,1.0,0.0,0.0,0.5,0.006794818402998486,0.6056338028169014,0.5714285714285714,0.034385051309542045
95,0.04285714285714286,1.0,1.0,0.0,0.0,1.0,0.019736842105263164,0.009432691011992993,1.0,0.0,0.0,0.0,0.0,0.5,0.006597549481621112,0.056338028169014086,0.42857142857142855,0.003484453974574973
96,0.0,0.0,1.0,1.0,0.0,1.0,0.0394736842105263,0.0014822800161703275,0.0,1.0,1.0,0.0,0.0,1.0,0.010367577756833175,0.014084507042253521,0.5714285714285714,0.00042119773319038135
97,1.0,0.0,1.0,1.0,0.5,1.0,0.39473684210526316,0.7598706373804069,0.0,1.0,0.0,1.0,0.0,0.5,0.061847048359904955,0.07042253521126761,0.5714285714285714,0.2159212743145964
98,0.7000000000000001,0.0,1.0,1.0,0.0,0.6666666666666666,0.18421052631578946,0.31909446166284866,1.0,1.0,0.0,0.0,0.0,0.5,0.031705937794533456,0.7042253521126761,0.5714285714285714,0.09067238474498392
99,0.8571428571428572,1.0,1.0,1.0,0.0,0.6666666666666666,0.09868421052631579,0.28001617032744913,1.0,1.0,0.0,0.0,0.0,0.5,0.019128258216034977,0.8591549295774648,0.7142857142857142,0.06621738908459693
100,0.4857142857142857,1.0,1.0,1.0,0.5,0.0,0.625,0.5372591294973723,0.0,1.0,0.0,0.0,0.0,1.0,0.09454692338763969,0.028169014084507043,0.5714285714285714,0.1526650329300046
101,0.09999999999999999,1.0,0.0,1.0,0.0,0.0,0.08552631578947367,0.0344966985581458,1.0,0.0,0.0,1.0,0.0,0.0,0.018614514608859566,0.11267605633802817,0.5714285714285714,0.009802419972430693
102,0.32857142857142857,0.0,1.0,0.0,1.0,0.3333333333333333,0.44736842105263164,0.2816332030723622,1.0,0.0,0.0,0.0,0.0,0.5,0.06943135406848885,0.014084507042253521,0.2857142857142857,0.1337366620717823
103,0.49999999999999994,1.0,0.0,1.0,0.0,0.6666666666666666,0.5921052631578947,0.5282306966716076,1.0,1.0,0.0,0.0,0.0,0.0,0.08979997905539847,0.5070422535211268,0.5714285714285714,0.15009955582784498
104,0.7000000000000001,1.0,1.0,1.0,0.5,0.3333333333333333,0.11184210526315788,0.244037191753133,1.0,1.0,0.0,0.0,0.0,0.0,0.021206409048067858,0.056338028169014086,0.7142857142857142,0.057697707663246035
105,0.6,1.0,1.0,0.0,0.0,0.6666666666666666,0.14473684210526314,0.23905134078965098,1.0,0.0,0.0,0.0,0.0,0.5,0.0259956600837297,0.6056338028169014,0.42857142857142855,0.08504365140143973
106,0.3714285714285714,1.0,0.0,1.0,0.5,1.0,1.0,0.2801509230561919,1.0,1.0,1.0,0.0,0.0,0.0,0.05986665270359898,0.028169014084507043,0.7142857142857142,0.06624929800377802
107,0.44285714285714284,1.0,0.0,1.0,0.5,0.3333333333333333,0.3355263157894737,0.3034631451286888,0.0,1.0,0.0,1.0,0.0,1.0,0.053546182846371346,0.028169014084507043,0.5714285714285714,0.08623066319497626
108,0.24285714285714283,0.0,0.0,1.0,1.0,1.0,0.3486842105263158,0.1731572564344428,0.0,0.0,1.0,0.0,0.0,0.0,0.0548224945020421,0.0,0.2857142857142857,0.08236330219022821
109,0.3857142857142857,1.0,1.0,1.0,0.0,0.6666666666666666,0.368421052631579,0.281767955801105,0.0,1.0,1.0,0.0,0.0,0.5,0.057661236030698795,0.3943661971830986,0.7142857142857142,0.06663220503395109
110,0.39999999999999997,0.0,1.0,0.0,0.0,0.6666666666666666,0.625,0.45088263037326504,0.0,1.0,1.0,1.0,0.0,0.0,0.09600572004290031,0.4084507042253521,0.5714285714285714,0.12812069229591055
111,0.21428571428571427,1.0,1.0,1.0,0.5,1.0,0.0394736842105263,0.05309257512464627,0.0,1.0,1.0,1.0,0.0,1.0,0.010838831291234682,0.014084507042253521,0.8571428571428571,0.010622935037087281
112,0.6571428571428571,1.0,1.0,1.0,0.0,0.0,0.506578947368421,0.6071957957148632,0.0,0.0,0.0,0.0,0.0,0.5,0.07744600637696272,0.6619718309859155,0.42857142857142855,0.2158064022055445
113,0.8285714285714286,1.0,1.0,1.0,0.0,0.3333333333333333,0.15789473684210528,0.3417329200916318,0.0,0.0,1.0,0.0,0.0,0.0,0.027540376044345755,0.8309859154929577,0.5714285714285714,0.09710522285189156
114,0.42857142857142855,1.0,0.0,1.0,1.0,0.0,0.24999999999999997,0.2389165880609082,1.0,1.0,0.0,0.0,0.0,0.5,0.041135873035176795,0.014084507042253521,0.5714285714285714,0.06788941644968602
115,0.04285714285714286,1.0,0.0,1.0,0.0,0.3333333333333333,0.05921052631578946,0.011992992858105376,1.0,1.0,0.0,1.0,0.0,0.5,0.011074458058435436,0.056338028169014086,0.7142857142857142,0.002750548833409915
116,0.5142857142857143,1.0,1.0,0.0,1.0,0.0,0.29605263157894735,0.31774693437542106,0.0,0.0,0.0,0.0,0.0,0.5,0.047227246096237616,0.014084507042253521,0.2857142857142857,0.15083984275284626
117,0.22857142857142856,0.0,1.0,0.0,0.0,0.3333333333333333,0.5328947368421053,0.22813636976148766,0.0,0.0,0.0,0.0,0.0,0.0,0.08144369906303708,0.23943661971830987,0.14285714285714285,0.162869505284117
118,0.5428571428571429,0.0,0.0,1.0,0.5,0.6666666666666666,0.06578947368421054,0.15793019808651124,0.0,0.0,1.0,0.0,0.0,0.5,0.01546678266753667,0.04225352112676056,0.2857142857142857,0.07515188645530198
119,0.6714285714285715,1.0,1.0,1.0,0.0,0.3333333333333333,0.18421052631578946,0.3073709742622288,0.0,0.0,0.0,0.0,0.0,0.5,0.03186852026390198,0.676056338028169,0.42857142857142855,0.1093103844386583
120,0.6428571428571429,1.0,1.0,0.0,0.0,0.6666666666666666,0.24999999999999997,0.35237838566230967,1.0,0.0,0.0,0.0,0.0,0.5,0.04067122894726058,0.647887323943662,0.42857142857142855,0.12529675294838413
121,0.6714285714285715,1.0,1.0,1.0,1.0,0.3333333333333333,0.07236842105263158,0.1953914566769977,1.0,0.0,1.0,1.0,0.0,0.5,0.015551366635249763,0.028169014084507043,0.8571428571428571,0.039505065312999146
122,0.5428571428571429,0.0,1.0,1.0,0.0,0.6666666666666666,0.506578947368421,0.503031936396712,0.0,0.0,1.0,0.0,0.0,0.0,0.07735808018560139,0.5492957746478874,0.42857142857142855,0.17880801041507122
123,0.04285714285714286,0.0,0.0,1.0,1.0,0.0,0.5197368421052632,0.05201455329470422,1.0,0.0,1.0,0.0,1.0,0.0,0.08105560791705937,0.0,0.42857142857142855,0.018609281666411397
