,Tenure,MonthlyCharges,Charges_Per_Tenure,average_charge_per_service,TotalCharges,renewal,Contract,Total_Services_Added,PaymentMethod
1886,0.014285714285714285,0.5921052631578947,0.09377945334590009,0.006707254811865013,0.028702331222207247,0.0,0.5,0.7142857142857142,0.6666666666666666
2929,0.9714285714285714,0.09868421052631579,0.01879550328511522,0.07419461887986929,0.3137043525131384,0.971830985915493,0.0,0.7142857142857142,0.6666666666666666
1578,0.9285714285714286,0.24342105263157895,0.04005655042412818,0.142249961709297,0.5006063872793424,0.9295774647887324,0.0,0.5714285714285714,1.0
3746,0.2571428571428571,0.07236842105263158,0.016320253980852222,0.0374355439832542,0.07829133539954183,0.26760563380281693,0.0,0.2857142857142857,0.3333333333333333
3612,0.14285714285714285,0.4342105263157895,0.0673464141890155,0.04445550620309389,0.12478102681579299,0.15492957746478875,0.0,0.42857142857142855,0.0
2614,0.04285714285714286,0.1644736842105263,0.029453345900094248,0.004414371047852438,0.022503705700040424,0.056338028169014086,0.0,0.8571428571428571,0.6666666666666666
1313,0.19999999999999998,0.2236842105263158,0.036506440464970154,0.029751876244447847,0.1047028702331222,0.2112676056338028,0.0,0.5714285714285714,1.0
3103,0.6714285714285715,0.4013157894736842,0.1327953188815583,0.35532815132485834,0.9999999999999999,0.676056338028169,0.0,0.42857142857142855,0.6666666666666666
1941,0.5142857142857143,0.006578947368421045,0.006877754285859846,0.02460815847245622,0.10429861204689393,0.5211267605633803,0.0,0.7142857142857142,0.3333333333333333
1055,0.0857142857142857,0.493421052631579,0.07634307257304429,0.04190279266860673,0.08772402641153482,0.0,0.5,0.2857142857142857,1.0
1221,0.8,0.5855263157894737,0.08892636870215122,0.2950681574513708,0.8303463145128688,0.8028169014084507,0.0,0.42857142857142855,0.0
96,0.0,0.0394736842105263,0.010367577756833175,0.00042119773319038135,0.0014822800161703275,0.014084507042253521,0.0,0.5714285714285714,1.0
43,0.6,0.2763157894736842,0.045174582995418974,0.1014320722928473,0.3569599784395634,0.04225352112676056,0.5,0.5714285714285714,0.3333333333333333
976,0.8714285714285714,0.3157894736842105,0.05056094372320695,0.1600551386123449,0.5632664061447243,0.07042253521126761,0.5,0.5714285714285714,0.3333333333333333
1831,0.6857142857142857,0.45394736842105265,0.07041874242628247,0.13817200183795375,0.5838835736423662,0.056338028169014086,0.5,0.7142857142857142,0.6666666666666666
1864,0.35714285714285715,0.5526315789473684,0.08449938374537809,0.0854584673507939,0.36127206575933163,0.014084507042253521,1.0,0.7142857142857142,0.6666666666666666
2721,0.9142857142857143,0.1644736842105263,0.02856521423910679,0.10974115484760301,0.38620132057674167,0.9154929577464789,0.0,0.5714285714285714,0.0
25,0.6,0.5526315789473684,0.08423382942813931,0.16966610506968907,0.5970893410591565,0.6056338028169014,0.0,0.5714285714285714,0.0
2162,0.39999999999999997,0.5197368421052632,0.07995059962949722,0.1092050850053607,0.3843147823743431,0.4084507042253521,0.0,0.5714285714285714,0.6666666666666666
1427,0.7285714285714286,0.6447368421052632,0.09791198433988255,0.14616518609281667,0.824147688990702,0.7323943661971831,0.0,1.0,1.0
679,0.9142857142857143,0.15789473684210528,0.027767708257811934,0.17974932353091336,0.37878992049589,0.028169014084507043,1.0,0.2857142857142857,0.6666666666666666
3698,0.6571428571428571,0.05921052631578946,0.012954458860569115,0.049395006892326544,0.17383102007815657,0.04225352112676056,0.5,0.5714285714285714,0.0
781,0.8,0.013157894736842118,0.006696760752021427,0.045527645887578495,0.16022099447513813,0.8028169014084507,0.0,0.5714285714285714,0.3333333333333333
2535,0.49999999999999994,0.3092105263157895,0.04906272908157922,0.11328304487670394,0.3185554507478776,0.5070422535211268,0.0,0.42857142857142855,0.0
1011,0.45714285714285713,0.4013157894736842,0.06306229114900179,0.08466074437126665,0.3579032475407627,0.014084507042253521,1.0,0.7142857142857142,0.6666666666666666
2168,0.5285714285714286,0.1513157894736842,0.02701026836648643,0.10291264614284985,0.21654763508961056,0.5352112676056339,0.0,0.2857142857142857,0.6666666666666666
3431,0.07142857142857142,0.21052631578947364,0.03612943763744895,0.01148721090519222,0.04042581862282711,0.0,1.0,0.5714285714285714,0.6666666666666666
1104,0.9571428571428572,0.506578947368421,0.0775350668071187,0.3127776075968755,0.880204824147689,0.07042253521126761,0.5,0.42857142857142855,1.0
2941,0.42857142857142855,0.013157894736842118,0.007661670365753548,0.018226374636238322,0.09055383371513272,0.4366197183098592,0.0,0.8571428571428571,0.3333333333333333
2236,1.0,0.12499999999999997,0.023058236317054066,0.13017881758309083,0.36612316399407085,1.0,0.0,0.42857142857142855,0.3333333333333333
883,0.15714285714285714,0.1513157894736842,0.025840402136349354,0.018494409557359474,0.06508556798275164,0.16901408450704225,0.0,0.5714285714285714,0.6666666666666666
2498,0.12857142857142856,0.24999999999999997,0.041753063147973606,0.02178741001684791,0.07667430265462874,0.0,1.0,0.5714285714285714,0.3333333333333333
67,0.41428571428571426,0.05263157894736842,0.012818096135721019,0.03909480778067086,0.10968872119660422,0.028169014084507043,0.5,0.42857142857142855,0.6666666666666666
1924,0.8285714285714286,0.18421052631578946,0.031597948849023144,0.10683106141828763,0.3759601131922921,0.056338028169014086,0.5,0.5714285714285714,0.0
2333,0.4857142857142857,0.23684210526315788,0.03918136528881109,0.0925582018685863,0.2602075192022638,0.028169014084507043,0.5,0.42857142857142855,0.6666666666666666
2981,0.3857142857142857,0.2302631578947368,0.03887841658812441,0.05869964772553224,0.20657593316264652,0.3943661971830986,0.0,0.5714285714285714,0.0
1426,0.9285714285714286,0.2236842105263158,0.03734327249878617,0.11238959513963344,0.47500336881821853,0.07042253521126761,0.5,0.7142857142857142,0.3333333333333333
2514,0.7571428571428571,0.48026315789473684,0.07374245121653228,0.31734058303977125,0.6693168036652741,0.7605633802816901,0.0,0.2857142857142857,0.6666666666666666
31,0.9142857142857143,0.21710526315789472,0.03616327122453418,0.1623908714964007,0.45681175043794636,0.9154929577464789,0.0,0.42857142857142855,0.6666666666666666
3176,0.2571428571428571,0.13157894736842105,0.024654000694478886,0.020332363302190227,0.10092979382832501,0.26760563380281693,0.0,0.8571428571428571,0.0
2702,0.7857142857142857,0.6381578947368421,0.09665746600242359,0.20773344565272883,0.8776445223015765,0.7887323943661972,0.0,0.7142857142857142,1.0
3046,0.9285714285714286,0.1513157894736842,0.0273041441750207,0.10805636391484148,0.38027220051206034,0.9295774647887324,0.0,0.5714285714285714,0.6666666666666666
610,0.41428571428571426,0.2828947368421052,0.045743009739239705,0.08925562873334354,0.2509095809190136,0.014084507042253521,1.0,0.42857142857142855,0.6666666666666666
3587,0.0,0.493421052631579,0.08388312912346842,0.009323786184714352,0.011992992858105376,0.0,1.0,0.14285714285714285,0.6666666666666666
570,0.9714285714285714,0.42105263157894735,0.0655383900886503,0.3673099504773574,0.7748281902708529,0.971830985915493,0.0,0.2857142857142857,0.3333333333333333
3469,0.22857142857142856,0.631578947368421,0.39901313965737095,0.711192372491959,0.9999999999999999,0.23943661971830987,0.0,0.14285714285714285,1.0
343,0.8142857142857143,0.09210526315789472,0.018037635282264618,0.12212181548986573,0.25710820644118043,0.8169014084507042,0.0,0.2857142857142857,0.3333333333333333
1674,0.5428571428571429,0.2763157894736842,0.043741994731627154,0.08967682646653392,0.315590890715537,0.5492957746478874,0.0,0.5714285714285714,0.6666666666666666
3730,0.44285714285714284,0.30263157894736836,0.048627474081055604,0.07983611579108593,0.2809594394286484,0.4507042253521127,0.0,0.5714285714285714,0.6666666666666666
678,0.35714285714285715,0.5921052631578947,0.0899006742550569,0.18096186245979476,0.3813502223420024,0.014084507042253521,1.0,0.2857142857142857,0.6666666666666666
2677,0.5857142857142857,0.38815789473684215,0.0604999775593555,0.20904171133915353,0.4406414229888155,0.014084507042253521,1.0,0.2857142857142857,0.3333333333333333
2854,0.3857142857142857,0.368421052631579,0.05887303083344553,0.20441491805789555,0.2866190540358442,0.3943661971830986,0.0,0.14285714285714285,1.0
3290,0.7857142857142857,0.13815789473684212,0.02474081055607917,0.07138663399193343,0.30184611238377573,0.028169014084507043,1.0,0.7142857142857142,1.0
2346,0.11428571428571427,0.4144736842105263,0.06545187977798722,0.02822024812375555,0.09931276108341193,0.0,0.5,0.5714285714285714,0.6666666666666666
1788,0.11428571428571427,0.5592105263157895,0.08629175829929836,0.022199035074283963,0.12612855410322057,0.0,1.0,1.0,0.6666666666666666
56,0.6285714285714286,0.032894736842105254,0.009194680071211644,0.04039669168325931,0.14216412882360868,0.04225352112676056,0.5,0.5714285714285714,0.6666666666666666
1075,0.9857142857142858,0.20394736842105263,0.03421300659754948,0.16799088681268187,0.4725778197008489,0.9859154929577465,0.0,0.42857142857142855,1.0
1916,0.014285714285714285,0.15789473684210528,0.03487276154571159,0.00434599479246439,0.011858240129362619,0.0,1.0,0.42857142857142855,0.6666666666666666
2416,0.3857142857142857,0.006578947368421045,0.006025313046990707,0.02132792158064022,0.07505726990971566,0.014084507042253521,1.0,0.5714285714285714,0.6666666666666666
1436,0.5428571428571429,0.1513157894736842,0.026100195751468137,0.07728978404043499,0.21722139873332433,0.5492957746478874,0.0,0.42857142857142855,0.3333333333333333
576,0.3,0.2763157894736842,0.04506897438094422,0.03666061308885631,0.18137717288775096,0.3098591549295775,0.0,0.8571428571428571,0.0
3096,0.6428571428571429,0.6447368421052632,0.0980617137237225,0.34599479246438963,0.7298207788707721,0.647887323943662,0.0,0.2857142857142857,0.0
999,0.35714285714285715,0.39473684210526316,0.061299209744073074,0.05566921208673391,0.2750303193639671,0.014084507042253521,1.0,0.8571428571428571,1.0
1556,0.42857142857142855,0.006578947368421045,0.0060198838588063595,0.023663654464695972,0.08327718636302384,0.4366197183098592,0.0,0.5714285714285714,0.6666666666666666
3274,0.7285714285714286,0.11842105263157895,0.022275792068440513,0.07439883596262827,0.2618245519471769,0.056338028169014086,0.5,0.5714285714285714,1.0
528,0.19999999999999998,0.0394736842105263,0.010116242538485705,0.0113021391739419,0.04810672416116426,0.0,1.0,0.7142857142857142,0.3333333333333333
176,0.7714285714285715,0.09868421052631579,0.019261417187901635,0.12033491601572473,0.25333513003638325,0.7746478873239436,0.0,0.2857142857142857,0.3333333333333333
2273,0.4714285714285714,0.1513157894736842,0.026944613849309747,0.039067457278515634,0.19323541301711358,0.47887323943661975,0.0,0.8571428571428571,0.3333333333333333
422,0.8428571428571429,0.21710526315789472,0.036176562990889095,0.0854265584316128,0.42164128823608676,0.8450704225352113,0.0,0.8571428571428571,1.0
680,0.9,0.1776315789473684,0.03032221960414703,0.1409002144279369,0.3963077752324484,0.07042253521126761,0.5,0.42857142857142855,0.6666666666666666
2414,0.05714285714285714,0.019736842105263164,0.008105560791705938,0.0037907795987134323,0.013340520145532947,0.07042253521126761,0.0,0.5714285714285714,0.3333333333333333
1789,0.35714285714285715,0.368421052631579,0.05836293772203291,0.0939462398529637,0.2641153483358038,0.36619718309859156,0.0,0.42857142857142855,0.0
3402,0.49999999999999994,0.05263157894736842,0.012933291444130274,0.06315413284321234,0.13259668508287292,0.5070422535211268,0.0,0.2857142857142857,1.0
3146,0.17142857142857143,0.24999999999999997,0.04089030667730008,0.03517001072139685,0.09863899743969815,0.0,1.0,0.42857142857142855,1.0
3553,0.49999999999999994,0.5460526315789473,0.08445910566551472,0.17799433297595343,0.5007411400080851,0.5070422535211268,0.0,0.42857142857142855,0.6666666666666666
929,0.5285714285714286,0.381578947368421,0.05945235378739025,0.11161739929545106,0.39280420428513674,0.04225352112676056,0.5,0.5714285714285714,0.0
3494,0.3,0.09210526315789472,0.01927855368006169,0.028488283044876703,0.10025603018461123,0.014084507042253521,0.5,0.5714285714285714,0.6666666666666666
288,0.8285714285714286,0.07894736842105263,0.01664563331682615,0.07099096339408792,0.24983155908907156,0.8309859154929577,0.0,0.5714285714285714,0.0
1071,0.5571428571428572,0.5855263157894737,0.08944392082940622,0.16625823250114874,0.585096348201051,0.5633802816901409,0.0,0.5714285714285714,0.0
2477,0.7000000000000001,0.24342105263157895,0.03966069745523091,0.07615473820099337,0.3759601131922921,0.7042253521126761,0.0,0.8571428571428571,0.6666666666666666
1356,0.3142857142857143,0.2763157894736842,0.04491251075687415,0.05376014703629959,0.18919283115483088,0.323943661971831,0.0,0.5714285714285714,0.6666666666666666
1615,0.6,0.4013157894736842,0.06303837976459242,0.1659327615255016,0.46678345236491037,0.6056338028169014,0.0,0.42857142857142855,0.6666666666666666
2029,0.8,0.3157894736842105,0.05076310002149577,0.14757236942870272,0.5193370165745856,0.028169014084507043,1.0,0.5714285714285714,1.0
177,0.21428571428571427,0.4144736842105263,0.06520970782280867,0.06317008730280288,0.17746934375421103,0.014084507042253521,0.5,0.42857142857142855,0.0
1001,0.3142857142857143,0.21052631578947364,0.036634839978691144,0.05766579874406494,0.16197277994879394,0.0,1.0,0.42857142857142855,1.0
1213,0.09999999999999999,0.13815789473684212,0.026036757775683317,0.012214734262521058,0.042986120468939494,0.0,0.5,0.5714285714285714,1.0
1532,0.2857142857142857,0.5131578947368421,0.0793052376464252,0.06522821258998315,0.27583883573642365,0.29577464788732394,0.0,0.7142857142857142,0.0
2024,0.17142857142857143,0.0394736842105263,0.010005075038062788,0.019885638433654977,0.04123433499528365,0.0,1.0,0.2857142857142857,1.0
2912,0.4714285714285714,0.381578947368421,0.059655153296002655,0.0623564098636851,0.35224363293356686,0.47887323943661975,0.0,1.0,1.0
3509,0.9142857142857143,0.30263157894736836,0.048546364097730735,0.13533210803083678,0.5718905807842608,0.028169014084507043,1.0,0.7142857142857142,0.3333333333333333
370,0.5857142857142857,0.5789473684210527,0.08747363224271801,0.1426073416041252,0.6026142029376095,0.5915492957746479,0.0,0.7142857142857142,0.6666666666666666
1614,0.6857142857142857,0.19078947368421054,0.032487641616495797,0.11313945474038904,0.31815119256164937,0.056338028169014086,0.5,0.42857142857142855,1.0
729,0.39999999999999997,0.5,0.07699307744808086,0.10572063103078573,0.3720522840587522,0.028169014084507043,0.5,0.5714285714285714,0.6666666666666666
598,0.7857142857142857,0.1776315789473684,0.0309344284367847,0.12496170929698269,0.3514351165611103,0.7887323943661972,0.0,0.42857142857142855,0.0
2274,0.2571428571428571,0.5921052631578947,0.08973659407708716,0.09878044110889876,0.27772537393882224,0.26760563380281693,0.0,0.42857142857142855,1.0
3589,0.9,0.4671052631578947,0.0724405042412818,0.37056466023382856,0.7817005794367335,0.9014084507042254,0.0,0.2857142857142857,0.6666666666666666
2417,0.6,0.21710526315789472,0.036757775683317624,0.14490478378516364,0.30521493060234467,0.014084507042253521,1.0,0.2857142857142857,0.6666666666666666
1222,0.8714285714285714,0.5131578947368421,0.07851691952205771,0.16446950966019738,0.8110766743026546,0.07042253521126761,0.5,0.8571428571428571,0.6666666666666666
1068,0.7000000000000001,0.5855263157894737,0.08942507068803016,0.26003216419053454,0.7317073170731707,0.056338028169014086,0.5,0.42857142857142855,0.0
1752,0.34285714285714286,0.38815789473684215,0.06077285579641847,0.09337187930770409,0.2624983155908907,0.35211267605633806,0.0,0.42857142857142855,0.6666666666666666
1514,0.9714285714285714,0.18421052631578946,0.031963283202884885,0.31593659059580337,0.44360598302115617,0.971830985915493,0.0,0.14285714285714285,0.6666666666666666
141,0.41428571428571426,0.29605263157894735,0.04787935909519321,0.06149486904579568,0.26007276647352107,0.4225352112676056,0.0,0.7142857142857142,0.6666666666666666
491,1.0,0.06578947368421054,0.014376551486107978,0.04917004901209986,0.27799487939630774,1.0,0.0,1.0,0.6666666666666666
665,0.0,0.14473684210526314,0.025447690857681435,0.0033887272170317045,0.00363832367605444,0.014084507042253521,0.0,0.14285714285714285,0.3333333333333333
964,0.7000000000000001,0.5394736842105263,0.08220546654099906,0.19325317812835044,0.6800970219646948,0.7042253521126761,0.0,0.5714285714285714,0.6666666666666666
3708,0.2571428571428571,0.625,0.09573887593630637,0.06953591667943024,0.29403045411669587,0.014084507042253521,0.5,0.7142857142857142,0.6666666666666666
654,0.22857142857142856,0.6447368421052632,0.09707822808671064,0.06293077040894471,0.26613663926694514,0.0,1.0,0.7142857142857142,1.0
471,0.07142857142857142,0.618421052631579,0.09566446748350613,0.03263325164650023,0.09149710281633201,0.0,0.5,0.42857142857142855,0.3333333333333333
3629,0.5428571428571429,0.24999999999999997,0.04093864037313613,0.07093990912339818,0.29995957418137714,0.04225352112676056,0.5,0.7142857142857142,0.3333333333333333
1113,0.19999999999999998,0.2828947368421052,0.045491674520892235,0.03522744677592281,0.12397251044333647,0.0,1.0,0.5714285714285714,0.6666666666666666
759,0.8714285714285714,0.6118421052631579,0.09285214800401326,0.2665798744064941,0.9381484975070744,0.8732394366197184,0.0,0.5714285714285714,0.3333333333333333
3156,0.2714285714285714,0.45394736842105265,0.0706880301602262,0.08466074437126665,0.2379733189597089,0.0,1.0,0.42857142857142855,0.6666666666666666
1502,0.2714285714285714,0.07894736842105263,0.016729500471253534,0.029857175677745443,0.08368144454925211,0.014084507042253521,0.5,0.42857142857142855,0.3333333333333333
2771,0.0,0.07236842105263158,0.01602262016965127,0.0009476948996783581,0.0022907963886268693,0.0,1.0,0.42857142857142855,0.6666666666666666
69,0.9428571428571428,0.006578947368421045,0.006724154908773754,0.05368356563026497,0.18892332569734535,0.943661971830986,0.0,0.5714285714285714,0.0
2687,0.5714285714285715,0.256578947368421,0.041608238891059975,0.1516056568131924,0.31936396712033416,0.5774647887323944,0.0,0.2857142857142857,0.6666666666666666
1609,0.5285714285714286,0.06578947368421054,0.014013591944044841,0.05197005667024047,0.14593720522840586,0.5352112676056339,0.0,0.42857142857142855,0.0
195,1.0,0.368421052631579,0.0582628665489639,0.2055827844999234,0.7234874006198625,1.0,0.0,0.5714285714285714,0.3333333333333333
532,0.028571428571428574,0.20394736842105263,0.035186930568645934,0.00683489048858937,0.018865382023985983,0.0,1.0,0.42857142857142855,0.6666666666666666
3197,0.9571428571428572,0.39473684210526316,0.06169263181238564,0.20634859856026955,0.7261824551947177,0.9577464788732395,0.0,0.5714285714285714,0.6666666666666666
874,0.9285714285714286,0.019736842105263164,0.008154114186159425,0.047167764333486496,0.19956879126802318,0.07042253521126761,0.5,0.7142857142857142,0.6666666666666666
2292,0.41428571428571426,0.05921052631578946,0.013760603204524033,0.032317353346607444,0.11373130305888693,0.4225352112676056,0.0,0.5714285714285714,0.0
2196,0.8428571428571429,0.24999999999999997,0.04129751806471882,0.09434282213421438,0.4655706778062255,0.028169014084507043,1.0,0.8571428571428571,0.6666666666666666
3042,0.8142857142857143,0.5592105263157895,0.08532938997042477,0.23162046255169244,0.8151192561649373,0.056338028169014086,0.5,0.5714285714285714,0.3333333333333333
3705,0.11428571428571427,0.09868421052631579,0.020002094460152893,0.011602083014244141,0.04083007680905538,0.0,0.5,0.5714285714285714,1.0
3743,0.6,0.5592105263157895,0.08478179865418757,0.2847296676366978,0.6004581592777253,0.6056338028169014,0.0,0.2857142857142857,1.0
227,0.7857142857142857,0.2302631578947368,0.03828934967012253,0.14587800582018687,0.41032205902169516,0.056338028169014086,0.5,0.42857142857142855,1.0
2490,0.8571428571428572,0.5723684210526315,0.08674155220098577,0.24712819727370194,0.8696941113057539,0.8591549295774648,0.0,0.5714285714285714,0.3333333333333333
840,0.6857142857142857,0.04605263157894737,0.012271826732578043,0.08395874814928268,0.1765260746530117,0.028169014084507043,1.0,0.2857142857142857,1.0
555,0.7000000000000001,0.05263157894736842,0.012403393025447691,0.08612855465359678,0.18110766743026546,0.028169014084507043,1.0,0.2857142857142857,0.6666666666666666
2577,0.5714285714285715,0.1513157894736842,0.02691892140410565,0.08298552611425945,0.23325697345371244,0.014084507042253521,1.0,0.42857142857142855,0.3333333333333333
2825,0.9714285714285714,0.5855263157894737,0.08836345258096681,0.4739495583805586,0.9999999999999999,0.07042253521126761,0.5,0.2857142857142857,0.0
3713,0.028571428571428574,0.15789473684210528,0.025447690857681435,0.005351125746668709,0.014688047432960517,0.04225352112676056,0.0,0.42857142857142855,0.6666666666666666
1874,0.45714285714285713,0.29605263157894735,0.04703967097935052,0.20135166181651096,0.28230696671607597,0.014084507042253521,1.0,0.14285714285714285,0.6666666666666666
937,0.0,0.11184210526315788,0.022620169651272386,0.0005032492396560401,0.0032340654898261683,0.014084507042253521,0.0,0.8571428571428571,1.0
1132,0.04285714285714286,0.5,0.07657869934024505,0.014052688007351816,0.04945425144859183,0.056338028169014086,0.0,0.5714285714285714,1.0
847,0.21428571428571427,0.019736842105263164,0.008777097078228085,0.03517001072139685,0.04837622961864978,0.014084507042253521,0.5,0.14285714285714285,0.3333333333333333
905,0.9714285714285714,0.6578947368421053,0.08836345258096681,0.35532815132485834,0.9999999999999999,0.971830985915493,0.0,0.42857142857142855,0.3333333333333333
631,0.9857142857142858,0.5855263157894737,0.08691261613033525,0.2841553070914382,0.9999999999999999,0.9859154929577465,0.0,0.5714285714285714,0.6666666666666666
2594,0.34285714285714286,0.3092105263157895,0.04999057492931197,0.05294327870526369,0.2239590351704622,0.028169014084507043,0.5,0.7142857142857142,0.6666666666666666
1163,0.7714285714285715,0.6381578947368421,0.09605003855710735,0.24356716189309235,0.8571621075326775,0.7746478873239436,0.0,0.5714285714285714,0.6666666666666666
162,0.5142857142857143,0.5986842105263158,0.09042973227704613,0.1552305100321642,0.546287562323137,0.5211267605633803,0.0,0.5714285714285714,0.0
1866,0.05714285714285714,0.45394736842105265,0.07106503298774741,0.016579874406494104,0.058347931545613796,0.07042253521126761,0.0,0.5714285714285714,0.6666666666666666
219,0.19999999999999998,0.5197368421052632,0.07835375431982407,0.0924465206514525,0.1944481875757984,0.2112676056338028,0.0,0.2857142857142857,0.6666666666666666
1360,0.7714285714285715,0.6381578947368421,0.09664981578270927,0.2449073364986981,0.8618784530386739,0.7746478873239436,0.0,0.5714285714285714,0.6666666666666666
3545,0.07142857142857142,0.3092105263157895,0.046497015394282123,0.014014397304334507,0.04931949871984907,0.0,1.0,0.5714285714285714,1.0
2763,0.1857142857142857,0.625,0.09431802881378752,0.06061418287639761,0.2133135695997844,0.014084507042253521,0.5,0.5714285714285714,0.3333333333333333
2887,0.14285714285714285,0.6447368421052632,0.09682118070430983,0.03458197492505962,0.17113596550330143,0.15492957746478875,0.0,0.8571428571428571,0.3333333333333333
1476,0.014285714285714285,0.3355263157894737,0.054194156456173426,0.006308393322101394,0.01738310200781566,0.0,0.5,0.42857142857142855,0.6666666666666666
925,0.1857142857142857,0.4736842105263158,0.07398680490103676,0.0407859804972686,0.17261824551947177,0.0,1.0,0.7142857142857142,0.0
1659,0.8285714285714286,0.10526315789473684,0.020783079601910573,0.08090825547557053,0.2847325158334456,0.056338028169014086,0.5,0.5714285714285714,0.6666666666666666
547,0.09999999999999999,0.5657894736842105,0.08588595664467483,0.026299331189053962,0.11144050667026005,0.0,0.5,0.7142857142857142,0.6666666666666666
2805,0.2714285714285714,0.4144736842105263,0.06540999057492931,0.05268800735181498,0.22288101334052013,0.28169014084507044,0.0,0.7142857142857142,0.6666666666666666
3086,0.39999999999999997,0.631578947368421,0.09649322369917775,0.21484913463011182,0.4529039213044064,0.4084507042253521,0.0,0.2857142857142857,0.3333333333333333
3673,0.04285714285714286,0.21052631578947364,0.038171536286522145,0.009898146729973962,0.027489556663522433,0.056338028169014086,0.0,0.42857142857142855,1.0
568,0.7142857142857143,0.4342105263157895,0.06758330099240449,0.16683259304640835,0.5871176391321924,0.056338028169014086,0.5,0.5714285714285714,0.6666666666666666
1320,0.9142857142857143,0.07236842105263158,0.015312114840861306,0.053235017394919364,0.26303732650586176,0.028169014084507043,1.0,0.8571428571428571,1.0
